Kode,Nama Paket,Instansi,Tahap,HPS
5219119,"Pengadaan Pipa PVC, HDPE, Galvanis Medium Untuk Investasi dan Perbaikan Tender Ulang spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 783.964.500,00",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,"800,4 Jt"
5214119,Paket fasilitasi pelaksanaan ENJ 2018 Tender Ulang spse 3  Jasa Lainnya - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"1,9 M"
5208119,Pengadaan Perangkat Infrastruktur Wifi spse 3  Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,2 M"
5206119,PENGADAAN ALAT LABORATORIUM PENDIDIKAN FISIP UNDIP TAHUN 2018 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Universitas Diponegoro,Tender Sudah Selesai,"1,7 M"
5204119,"Pengadaan Atribut Peserta ENJ ( Baju kemeja, Kaos, Topi, Slayer, pin, tas, spanduk, umbul-umbul) spse 3  Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"359,7 Jt"
5201119,"Pengadaan Pipa PVC N.O.D. 90 (3) SNI  S-12.5 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 199.111.836,00",PDAM Lawu Tirta,Tender Sudah Selesai,"267,1 Jt"
5200119,Pengadaan Peralatan Infrastruktur Jaringan Internet Paket 2 Universitas Diponegoro Tahun 2018 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Universitas Diponegoro,Tender Sudah Selesai,"1,4 M"
5198119,Multimedia Ruang Rapat Menteri spse 3  Pengadaan Barang - TA 2018 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"2,7 M"
5195119,Pengembangan Jaringan FO Tahap 3 spse 3  Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"998,2 Jt"
5193119,Pengadaan Elefator spse 3  Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"3,6 M"
5190119,Pengadaan Jasa Lainnya Event Organizer (EO) Kegiatan Konsolidasi Pengadaan dengan Penguatan Perencanaan Pengadaan Tahun 2018 spse 4  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,4 M
5189119,TENAGA AHLI REVIEW PROYEK PRIORITAS PADA SEKRETARIAT KOORDINASI STRATEGIS PENINGKATAN KUALITAS PERENCANAAN DAN PENGANGGARAN spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,84 Jt
5184119,"Pengadaan Pekerjaan Sewa Peralatan dan Perlengkapan Sidang Kabinet, Rapat, Pertemuan Presiden Tahun 2018 spse 4  Jasa Lainnya - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Sekretariat Kabinet,Tender Sudah Selesai,"627,9 Jt"
5183119,"Pengadaan Peralatan Distrik Meter Area spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 454.300.000,00",PDAM Tirta Gemilang Kabupaten Magelang,Tender Sudah Selesai,"479,5 Jt"
5180119,"Pengadaan Barang Pipa dan Accessories Sebanyak 1.500 Unit spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 542.019.500,00",Pemerintah Daerah Kabupaten Kendal,Tender Sudah Selesai,"589,9 Jt"
5177119,"Pengadaan Flow Meter IPA Kaligarang 2, 3 dan 4 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",PDAM Tirta Moedal,Tender Sudah Selesai,813 Jt
5175119,Pengadaan Tas dan kelengkapannya (Seminar Kit) Biro Sekretariat Pimpinan Tahun 2018 spse 4  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"1,2 M"
5173119,Konsultan Badan Usaha Penyusunan Materi Pelatihan berdasarkan SK3 PBJP/ Materi Pelatihan Kompetensi/ Program dan Kurikulum/  Pusdiklat PBJ Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,550 Jt
5170119,Pengadaan Operasional Jabatan Eselon II spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"3,5 M"
5169119,PENGADAAN KENDARAAN BERMOTOR KANTOR PUSAT UNIVERSITAS DIPONEGORO TAHUN ANGGARAN 2018 PAKET 3 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Universitas Diponegoro,Tender Sudah Selesai,590 Jt
5168119,"Pengadaan Gate Valve dan Double Air Valve Tahun 2018 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 744.700.000,00",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,"789,6 Jt"
5166119,"Pengadaan PRV dan Cast Iron Y Strainer Tahun 2018 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 447.946.400,00",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,"456,4 Jt"
5164119,"Pengadaan Water Meter Induk Tahun 2018 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 273.402.800,00",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,327 Jt
5161119,"Pengadaan Meter Air dia ½ Inchi Penggantian Meter Pelanggan II Tahun 2018 spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 475.200.000,00",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,495 Jt
5158119,"Konsultan Pengembangan Aplikasi Monev PBJ / Pengembangan aplikasi monev / Sistem Monitoring PBJP yang terintegrasi dengan OM SPAN / Direktorat Perencanaan, Monitoring dan Evaluasi Pengadaan spse 3  Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat",Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,240 Jt
5157119,Tenaga Ahli Bidang Pengelolaan Sumber Daya Alam spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"86,4 Jt"
5155119,Tenaga Ahli Asisten Manager Pilar Pembangunan Lingkungan Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"181,4 Jt"
5154119,Tenaga Ahli Asisten Manager Pilar Pembangunan Hukum dan Tata Kelola Bidang Monitoring dan Evaluasi Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"87,9 Jt"
5152119,Jasa Konsultasi Kajian Perencanaan Terintegrasi Sektor Energi Terbarukan dan Sektor Industri spse 3  Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,670 Jt
5151119,Belanja Jasa Konsultan Tenaga Ahli Muda Transportasi Kegiatan Kajian Background Study Rencana Pembangunan Jangka Menengah Nasional 2020-2025 spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,90 Jt
5150119,Programmer Analyst spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"157,5 Jt"
5149119,Green House Gas (GHG) Accounting Specialist spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,99 Jt
5148119,Blue Carbon Liaison RAN-GRK spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
5146119,-     Konsultan Aplikasi e-Katalog/e-Purchasing beserta Sistem Pendukungnya  / Pengembangan Fitur Aplikasi / Pelaksanaan Katalog Elektronik / Proses Bisnis Pembelian Langsung Secara Elektronik // Direktorat Pengembangan Sistem Katalog spse 3  Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,959 Jt
5142119,Konsultan Pengembangan dan Pengukuran Indikator Monev PBJP spse 3  Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"235,8 Jt"
5141119,Pengadaan Jasa Lainnya Penyelenggara Acara/Event Organizer (EO) Forum Komunikasi Jabatan Fungsional Penglola Pengadaan Barang/Jasa Tahun 2018 spse 4  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,529 Jt
5131119,"Pengadaan Pipa HDPE 2018. Tender Ulang spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 258.060.000,00",PDAM Kabupaten Semarang,Tender Sudah Selesai,"270,7 Jt"
5129119,Konsultan Kegiatan Koordinasi Kebijakan Pencegahan dan Pemberantasan Korupsi Tahun 2018 spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,135 Jt
5127119,"Pengadaan Wisata Karimun Jawa Tahun 2018 spse 4  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 357.528.600,00",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,"420,8 Jt"
5126119,Tenaga Ahli Asisten Manager Pilar Pembangunan Hukum dan Tata Kelola Bidang Database Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"72,6 Jt"
5125119,Tenaga Ahli Manajemen Keuangan Pada Pusbindiklatren spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"40,5 Jt"
5124119,Tenaga Ahli Manajemen Keuangan Pada PPK PPN X spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"70,8 Jt"
5123119,Tenaga Ahli Pengelola Sistem Informasi spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,103 Jt
5122119,"Pengadaan Tenaga Ahli Penyusunan Standard, Operation and Procedure (SOP) Administrator dan Tata Tertib Kawasan di Kawasan Ekonomi Khusus (KEK) untuk Kegiatan Sekretariat Dewan Nasional Kawasan Ekonomi Khusus Tahun Anggaran 2018 spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"159,8 Jt"
5121119,Pengadaan Peralatan Pendukung Pendidikan Fakultas Kedokteran Undip Paket 1 (FARMASI) spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Universitas Diponegoro,Tender Sudah Selesai,"1,3 M"
5120119,Pengadaan Konsumsi Penyelenggaraan Diklat Fungsional Penjenjangan Penerjemah Tingkat Pertama Angakatan VII Tahun Anggaran 2018 di Lingkungan Sekretariat Kabinet spse 4  Jasa Lainnya - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,Tender Sudah Selesai,310 Jt
5118119,"Pengadaan Kebutuhan Material untuk Pemasangan Sambungan Rumah Baru Program MBR spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 413.458.100,00",PDAM Tirta Gemilang Kabupaten Magelang,Tender Sudah Selesai,"533,8 Jt"
5117119,"Pemasangan Pipa Distribusi Diameter 200 mm, 150 mm, 100 mm, Header, Water Meter dan Acessories spse 4  Pekerjaan Konstruksi - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",PDAM Tirta Mahakam,Tender Sudah Selesai,"677,6 Jt"
5116119,Pengadaan Kendaraan Jenis Minibus (Jenis 3.5 Q A/T) spse 4  Evaluasi UlangPengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Sekretariat Negara,Tender Sudah Selesai,"1,8 M"
5114119,"Tenaga Ahli Perencanaan Wilayah Dan Kota Kegiatan Kajian Arah Kebijakan Penataan Ruang, Pengelolaan Pertanahan Nasional, Dan Informasi Geospasial Nasional 2020-2024  Dit. TRP spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"88,7 Jt"
5113119,"Pengadaan Meter Air Dia 13 Mm Sambungan Rumah Baru Tahun 2018 Tender Ulang spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 944.000.000,00",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,990 Jt
5110119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Senior Bidang Ekonomi Bisnis Komite Peningkatan Daya Saing Nasional Tahun Anggaran 2018 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,300 Jt
5109119,Pekerjaan Pengadaan Peralatan/Mesin Gedung Bappenas (Pengadaan dan Pemasangan AC Central (Split Duct 10 PK)) spse 3  Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"838,5 Jt"
5107119,Pengadaan Jasa Lainnya Pengelola dan Manajemen Kegiatan (Event Organizer) Pelayanan Advokasi dan Penyelesaian Sanggah Tahun Anggaran 2018 spse 4  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"2,3 M"
5106119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Muda VI Bidang Sistem Informasi Geografis (SIG) Sinkronisasi Data Geospasial Daerah Irigasi dan Lahan Sawah Beririgasi Tahun Anggaran 2018 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,114 Jt
5103119,Pengadaan Jasa Konsultansi Badan Usaha Pengembangan Sistem Pelayanan Perizinan yang Terintegrasi Secara Elektronik (Online Single Submission) Tahun Anggaran 2018 spse 3  Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,"2,9 M"
5102119,Pengadaan Bahan Kimia Koagulan spse 4  Pengadaan Barang - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PDAM Tirta Moedal,Tender Sudah Selesai,"10,5 M"
5101119,Pengadaan Buku Sosialisasi Empat Pilar Tender Ulang spse 4  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"20,3 M"
5099119,Jasa Konsultan Komunikasi spse 3  Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,"3,8 M"
5096119,Pengadaan Jasa Konsultansi Badan Usaha Kajian Kebijakan dan Implementasi Program Kebijakan Pemerataan Ekonomi Tahun Anggaran 2018 spse 3  Evaluasi UlangJasa Konsultansi Badan Usaha - TA 2018 - Seleksi Umum - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,"8,5 M"
5094119,Tenaga Ahli Asisten Manager Pilar Pembangunan Ekonomi Bidang Monitoring dan Evaluasi Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"93,5 Jt"
5093119,Tenaga Ahli  Asisten Manager Pilar Pembangunan Ekonomi Bidang Database Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"127,6 Jt"
5092119,Tenaga Konsultan Bidang Pengelolaan Sumber Daya Alam spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"85,8 Jt"
5091119,Tenaga Konsultan  Bidang Ekonomi Sumber Daya Alam dan Lingkungan spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"85,8 Jt"
5090119,JASA KONSULTAN TENAGA AHLI SUMBER DAYA AIR UNTUK KOORDINASI STRATEGIS PERCEPATAN PEMANFAATAN SUMBER DAYA AIR UNTUK PEMBANGKIT LISTRIK TENAGA AIR (PLTA) spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,80 Jt
5089119,JASA KONSULTAN TENAGA AHLI SENIOR TEKNIK SIPIL UNTUK KOORDINASI STRATEGIS PENGEMBANGAN TERPADU PESISIR IBU KOTA NEGARA (PTPIN) spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,60 Jt
5088119,JASA KONSULTAN TENAGA AHLI TEKNIK PANTAI UNTUK KOORDINASI STRATEGIS PENGEMBANGAN TERPADU PESISIR IBU KOTA NEGARA (PTPIN) spse 3  Jasa Konsultansi Perorangan - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"137,5 Jt"
